AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,312203,_. ______,Sa Bua,3122,_. _____,Khaen Dong,31,_. _________,Buri Ram,15.320,103.077
4,301802,_. ____,Sema,3018,_. _______,Sung Noen,30,_. __________,Nakhon Ratchasima,14.982,101.777
4,670314,_. ______,Nam Chun,6703,_. _______,Lom Sak,67,_. _________,Phetchabun,16.739,101.143
4,570310,_. ______,______,5703,_. ________,Chiang Khong,57,_. ________,Chiang Rai,20.361,100.313
4,300808,_. ______,Phan Chana,3008,_. _________,Dan Khun Thot,30,_. __________,Nakhon Ratchasima,15.270,101.689
4,230114,_. ________,Laem Klat,2301,_. _________,Mueang Trat,23,_. ____,Trat,12.117,102.704
4,380601,_. _________,,3806,_. _________,Bueng Khong Long,38,_. ______,Bueng Kan,18.002,104.045
4,760511,_. ________,Klat Luang,7605,_. ______,Tha Yang,76,_. ________,Phetchaburi,12.801,99.732
4,320206,_. ________,Mueang Bua,3202,_. _________,Chumphon Buri,32,_. ________,Surin,15.429,103.205
4,720903,_. ___________,Chorakhe Sam Phan,7209,_. ______,U Thong,72,_. __________,Suphan Buri,14.317,99.850
4,550710,_. ______,Pong Sanuk,5507,_. _______,Wiang Sa,55,_. ____,Nan,18.600,100.648
4,250807,_. ________,Nong Phrong,2508,_. __________,Si Maha Phot,25,_. __________,Prachin Buri,13.787,101.581
4,341008,_. _______,Ban Maet,3410,_. _______,Boontharik,34,_. ___________,Ubon Ratchathani,14.906,105.348
4,400406,_. ______,Non Thong,4004,_. ________,Nong Ruea,40,_. _______,Khon Kaen,16.552,102.384
4,300905,_. _______,Khang Phlu,3009,_. ______,Non Thai,30,_. __________,Nakhon Ratchasima,15.149,101.973
4,412102,_. ________,Saeng Sawang,4121,_. _______,Nong Saeng,41,_. ________,Udon Thani,17.121,102.804
4,661003,_. _______,Laem Rang,6610,_. ________,Bueng Na Rang,66,_. ______,Phichit,16.225,100.073
4,440608,_. ______,Non Daeng,4406,_. _____,Borabue,44,_. _________,Maha Sarakham,15.903,103.080
4,650405,_. ______,Bueng Kok,6504,_. _______,Bang Rakam,65,_. ________,Phitsanulok,16.700,100.011
4,670310,_. ________,Ban Tio,6703,_. _______,Lom Sak,67,_. _________,Phetchabun,16.782,101.357
4,801001,_. _____,Na Bon,8010,_. _____,Na Bon,80,_. _____________,Nakhon Si Thammarat,8.243,99.600
4,481103,_. ______,Don Toei,4811,_. ____,Na Thom,48,_. ______,Nakhon Phanom,17.798,104.108
4,410403,_. _______,Wiang Kham,4104,_. ________,Kumphawapi,41,_. ________,Udon Thani,17.097,103.116
4,420303,_. ______,Na Sao,4203,_. ________,Chiang Khan,42,_. ___,Loei,17.814,101.663
4,180311,_. _______,Wang Man,1803,_. ________,Wat Sing,18,_. ______,Chai Nat,15.171,99.916
4,380702,_. _______,,3807,_. _______,Si Wilai,38,_. ______,Bueng Kan,18.146,103.714
4,610706,_. _________,Thung Na Ngam,6107,_. ______,Lan Sak,61,_. _________,Uthai Thani,15.385,99.610
4,670602,_. _______,Sa Kruat,6706,_. ______,Si Thep,67,_. _________,Phetchabun,15.420,101.070
4,801501,_. ____,Khanom,8015,_. ____,Khanom,80,_. _____________,Nakhon Si Thammarat,9.166,99.838
4,390205,_. _________,Kut Din Chi,3902,_. ______,Na Klang,39,_. ___________,Nong Bua Lam Phu,17.349,102.273
4,530204,_. _______,Nam Ang,5302,_. ____,Tron,53,_. _________,Uttaradit,17.456,100.215
4,302208,_. __________,Nong Mai Phai,3022,_. __________,Nong Bunmak,30,_. __________,Nakhon Ratchasima,14.641,102.320
4,800301,_. _______,Khao Kaeo,8003,_. ______,Lan Saka,80,_. _____________,Nakhon Si Thammarat,8.374,99.742
4,430110,_. __________,Khai Bok Wan,4301,_. ____________,Mueang Nong Khai,43,_. _______,Nong Khai,17.781,102.783
4,301710,_. ______,Non Rang,3017,_. ______,Chum Phuang,30,_. __________,Nakhon Ratchasima,15.258,102.810
4,550902,_. ____,Puea,5509,_. _________,Chiang Klang,55,_. ____,Nan,19.324,100.843
4,640711,_. ______,Pak Nam,6407,_. ________,Sawankhalok,64,_. _______,Sukhothai,17.233,99.925
4,841202,_. _____,Phru Phi,8412,_. _________,Ban Na San,84,_. ____________,Surat Thani,8.707,99.391
4,950304,_. _______,Tham Thalu,9503,_. _________,Bannang Sata,95,_. ____,Yala,6.238,101.147
4,303205,_. _______,Nong Yang,3032,_. _______________,Chaloem Phra Kiet,30,_. __________,Nakhon Ratchasima,14.930,102.287
4,810508,_. ______,Khlong Ya,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.379,98.883
4,420112,_. _____,Na Khaem,4201,_. ________,Mueang Loei,42,_. ___,Loei,17.687,101.660
4,380102,_. __________,,3801,_. ______,Bueng Kan,38,_. ______,Bueng Kan,18.284,103.638
4,461502,_. ________,Samran Tai,4615,_. ______,Sam Chai,46,_. _________,Kalasin,16.814,103.480
4,380109,_. _____,,3801,_. ______,Bueng Kan,38,_. ______,Bueng Kan,18.240,103.839
4,841102,_. ______,Tha Khoei,8411,_. ______,Tha Chang,84,_. ____________,Surat Thani,9.228,99.181
4,343301,_. _____,Ta Kao,3433,_. _______,Nam Khun,34,_. ___________,Ubon Ratchathani,14.568,104.919
4,260403,_. ___________,Sisa Krabue,2604,_. ________,Ongkharak,26,_. _______,Nakhon Nayok,14.043,100.986
4,431504,_. _______,Wang Luang,4315,_. _______,Fao Rai,43,_. _______,Nong Khai,18.086,103.256
4,370402,_. ______,Chan Lan,3704,_. ___,Phana,37,_. __________,Amnat Charoen,15.619,104.901
4,840806,_. _____,Kapao,8408,_. ___________,Khiri Rat Nikhom,84,_. ____________,Surat Thani,9.011,98.890
4,461403,_. ____________,Nikhom Huai Phueng,4614,_. ________,Huai Phueng,46,_. _________,Kalasin,16.675,103.909
4,490404,_. _______,Nong Khaen,4904,_. ______,Don Tan,49,_. ________,Mukdahan,16.760,104.492
4,840205,_. ____,Krut,8402,_. __________,Kanchanadit,84,_. ____________,Surat Thani,9.103,99.549
4,160706,_. _____,Hua Lam,1607,_. _______,Tha Luang,16,_. ______,Lop Buri,15.029,101.292
4,320511,_. ________,Chok Na Sam,3205,_. ______,Prasat,32,_. ________,Surin,14.544,103.280
4,710110,_. ________,Nong Ya,7101,_. ______________,Mueang Kanchanaburi,71,_. _________,Kanchanaburi,13.981,99.451
4,302201,_. __________,Nong Bunnak,3022,_. __________,Nong Bunmak,30,_. __________,Nakhon Ratchasima,14.609,102.400
4,160116,_. ______________,Nikhom Sang Ton-Eng,1601,_. ___________,Mueang Lop Buri,16,_. ______,Lop Buri,14.824,100.732
4,461105,_. _____,Na Tan,4611,_. ________,Tha Khantho,46,_. _________,Kalasin,16.847,103.280
4,570514,_. ________,Than Tawan,5705,_. ___,Phan,57,_. ________,Chiang Rai,19.470,99.832
4,540602,_. ________,Ban Klang,5406,_. ___,Song,54,_. ____,Phrae,18.485,100.183
4,470404,_. ________,Na Hua Bo,4704,_. _________,Phanna Nikhom,47,_. ______,Sakon Nakhon,17.226,103.917
4,342101,_. ________,Pho Sai,3421,_. ________,Pho Sai,34,_. ___________,Ubon Ratchathani,15.816,105.261
4,301411,_. _______,Sakae Rat,3014,_. ________,Pak Thong Chai,30,_. __________,Nakhon Ratchasima,14.604,102.048
4,410602,_. ________,Nong Mek,4106,_. _______,Nong Saeng,41,_. ________,Udon Thani,17.355,103.169
4,820405,_. _______,Lo Yung,8204,_. __________,Takua Thung,82,_. _____,Phang-nga,8.198,98.358
4,551405,_. ________,Mueang Chang,5514,_. _______,Phu Phiang,55,_. ____,Nan,18.878,100.830
4,470902,_. __________,Nong Bua Sim,4709,_. ________,Kham Ta Kla,47,_. ______,Sakon Nakhon,17.841,103.859
4,300907,_. ________,Banlang,3009,_. ______,Non Thai,30,_. __________,Nakhon Ratchasima,15.223,101.928
4,471009,_. _______,Bo Kaeo,4710,_. ________,Ban Muang,47,_. ______,Sakon Nakhon,17.863,103.626
4,670709,_. ________,Bua Watthana,6707,_. _______,Nong Phai,67,_. _________,Phetchabun,15.953,101.034
4,820508,_. _________,Ko Kho Khao,8205,_. _________,Takua Pa,82,_. _____,Phang-nga,8.962,98.284
4,640202,_. ________,Ban Dan,6402,_. ______________,Ban Dan Lan Hoi,64,_. _______,Sukhothai,17.048,99.549
4,520111,_. _____,Phichai,5201,_. __________,Mueang Lampang,52,_. _____,Lampang,18.316,99.571
4,502104,_. _______,Nong Bua,5021,_. _________,Chai Prakan,50,_. _________,Chiang Mai,19.736,99.073
4,661201,_. ______,Ban Na,6612,_. _________,Wachirabarami,66,_. ______,Phichit,16.495,100.128
4,630205,_. _________,Ko Taphao,6302,_. _______,Ban Tak,63,_. ___,Tak,17.110,99.011
4,410303,_. ______,Up Mung,4103,_. _________,Nong Wua So,41,_. ________,Udon Thani,17.087,102.564
4,560503,_. _______,Ban Tham,5605,_. ________,Mueang Phayao,56,_. _____,Phayao,19.105,100.074
4,490705,_. __________,Nong Sung Tai,4907,_. _______,Nong Sung,49,_. ________,Mukdahan,16.388,104.382
4,301604,_. ____________,Lung Takhian,3016,_. ________,Huai Thalaeng,30,_. __________,Nakhon Ratchasima,15.120,102.638
4,470204,_. _________,Pho Phisan,4702,_. _________,Kusuman,47,_. ______,Sakon Nakhon,17.379,104.378
4,470814,_. __________,Nong Waeng Tai,4708,_. _________,Wanon Niwat,47,_. ______,Sakon Nakhon,17.724,103.760
4,321009,_. ________,Krathiam,3210,_. _____,Sangkha,32,_. ________,Surin,14.604,103.673
4,471208,_. _____,Khok Si,4712,_. ___________,Sawang Daen Din,47,_. ______,Sakon Nakhon,17.605,103.446
4,760803,_. _________,Wang Chan,7608,_. __________,Kaeng Krachan,76,_. ________,Phetchaburi,12.942,99.735
4,650903,_. _______,Sai Yoi,6509,_. __________,Noen Maprang,65,_. ________,Phitsanulok,16.452,100.634
4,320203,_. ______,Phrai Khla,3202,_. _________,Chumphon Buri,32,_. ________,Surin,15.395,103.556
4,700719,_. ________,Nong Kwang,7007,_. _______,Photharam,70,_. _______,Ratchaburi,13.747,99.597
4,260113,_. ______,Phrommani,2601,_. ____________,Mueang Nakhon Nayok,26,_. _______,Nakhon Nayok,14.264,101.164
4,570116,_. ____________,Pa O Don Chai,5701,_. _____________,Mueang Chiang Rai,57,_. ________,Chiang Rai,19.768,99.819
4,200616,_. _________,Nong Hiang,2006,_. ________,Phanat Nikhom,20,_. ______,Chon Buri,13.464,101.330
4,601103,_. ______,Wang Ma,6011,_. ______,Lat Yao,60,_. _________,Nakhon Sawan,15.686,99.871
4,481201,_. ______,Wang Yang,4812,_. ______,Wang Yang,48,_. ______,Nakhon Phanom,17.063,104.442
4,710605,_. _______,Nong Khao,7106,_. _______,Tha Muang,71,_. _________,Kanchanaburi,14.055,99.613
4,810501,_. __________,Ao Luek Tai,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.386,98.707
4,340717,_. ________,Na Krasaeng,3407,_. _______,Det Udom,34,_. ___________,Ubon Ratchathani,14.870,104.908
4,650410,_. _________,Tha Nang Ngam,6504,_. _______,Bang Rakam,65,_. ________,Phitsanulok,16.810,100.114
4,920501,_. ______,Bo Hin,9205,_. _____,Sikao,92,_. ____,Trang,7.593,99.345
4,410701,_. ______,Thung Fon,4107,_. ______,Thung Fon,41,_. ________,Udon Thani,17.478,103.263
4,340804,_. _______,Ban Tum,3408,_. ________,Na Chaluai,34,_. ___________,Ubon Ratchathani,14.608,105.241
4,800907,_. _____,Khao Ro,8009,_. ______,Thung Song,80,_. _____________,Nakhon Si Thammarat,8.047,99.594
4,380305,_. ______,,3803,_. ________,So Phisai,38,_. ______,Bueng Kan,18.072,103.364
4,610305,_. ______,Bo Yang,6103,_. ___________,Sawang Arom,61,_. _________,Uthai Thani,15.592,99.715
4,220506,_. ____,Cha Man,2205,_. _____,Makham,22,_. ________,Chanthaburi,12.817,102.224
4,720305,_. ______,Wang Khan,7203,_. ________,Dan Chang,72,_. __________,Suphan Buri,14.937,99.666
4,670703,_. _________,Ban Phot,6707,_. _______,Nong Phai,67,_. _________,Phetchabun,15.933,100.928
4,841103,_. _______,Khlong Sai,8411,_. ______,Tha Chang,84,_. ____________,Surat Thani,9.200,99.165
4,700304,_. ______,Tha Khoei,7003,_. _______,Suan Phueng,70,_. _______,Ratchaburi,13.522,99.420
4,470809,_. ____,Na So,4708,_. _________,Wanon Niwat,47,_. ______,Sakon Nakhon,17.674,103.848
4,270610,_. _________,Nong Sang,2706,_. __________,Aranyaprathet,27,_. _______,Sa kaeo,13.804,102.539
4,411807,_. _________,Som Yiam,4118,_. ______,Nam Som,41,_. ________,Udon Thani,17.823,102.207
4,480111,_. _____,Kham Toei,4801,_. ___________,Mueang Nakhon Phanom,48,_. ______,Nakhon Phanom,17.210,104.709
4,670710,_. _______,Nong Phai,6707,_. _______,Nong Phai,67,_. _________,Phetchabun,16.004,101.037
4,390602,_. ____,Na Kae,3906,_. _____,Na Wang,39,_. ___________,Nong Bua Lam Phu,17.396,102.078
4,640902,_. _________,Thai Chana Suek,6409,_. ___________,Thung Saliam,64,_. _______,Sukhothai,17.376,99.589
4,470408,_. _____,Sawang,4704,_. _________,Phanna Nikhom,47,_. ______,Sakon Nakhon,17.367,103.981
4,180506,_. _____,Dong Khon,1805,_. ________,Sankhaburi,18,_. ______,Chai Nat,14.976,100.135
4,600306,_. ________,Bang Khian,6003,_. ______,Chum Saeng,60,_. _________,Nakhon Sawan,15.806,100.176
4,191201,_. _______,Salaeng Phan,1912,_. _______,Wang Muang,19,_. _______,Saraburi,14.745,101.116
4,520401,_. _______,Thung Ngam,5204,_. ________,Soem Ngam,52,_. _____,Lampang,18.071,99.244
4,360804,_. ________,Khok Sa-At,3608,_. ____________,Nong Bua Rawe,36,_. _______,Chaiyaphum,15.778,101.699
4,480802,_. _______,Na Duea,4808,_. _________,Si Songkhram,48,_. ______,Nakhon Phanom,17.555,104.333
4,930702,_. ______,Khao Pu,9307,_. ________,Si Banphot,93,_. ______,Phatthalung,7.701,99.833
4,301705,_. _______,Talat Sai,3017,_. ______,Chum Phuang,30,_. __________,Nakhon Ratchasima,15.109,102.773
4,570404,_. ______,,5704,_. ____,Thoeng,57,_. ________,Chiang Rai,19.573,100.063
4,360701,_. _______,Ban Chuan,3607,_. ____________,Bamnet Narong,36,_. _______,Chaiyaphum,15.518,101.653
4,800906,_. _________,Na Luang Sen,8009,_. ______,Thung Song,80,_. _____________,Nakhon Si Thammarat,8.240,99.705
4,671001,_. _______,Wang Pong,6710,_. _______,Wang Pong,67,_. _________,Phetchabun,16.347,100.809
4,841606,_. _______,Sai Sopha,8416,_. ______,Phrasaeng,84,_. ____________,Surat Thani,8.597,99.066
4,620207,_. __________,Nong Mae Taeng,6202,_. ______,Sai Ngam,62,_. _________,Kamphaeng Phet,16.399,99.909
4,800122,_. _______,Tha Ruea,8001,_. __________________,Mueang Nakhon Si Thammarat,80,_. _____________,Nakhon Si Thammarat,8.321,100.013
4,160202,_. __________,Chong Sarika,1602,_. _________,Phatthana Nikhom,16,_. ______,Lop Buri,14.802,100.909
4,650601,_. _________,Phrom Phiram,6506,_. _________,Phrom Phiram,65,_. ________,Phitsanulok,17.004,100.135
4,471002,_. ___,Mai,4710,_. ________,Ban Muang,47,_. ______,Sakon Nakhon,17.855,103.480
4,720214,_. ___________,Nong Krathum,7202,_. _____________,Doem Bang Nang Buat,72,_. __________,Suphan Buri,14.907,99.804
4,301510,_. ______,Dong Yai,3015,_. _____,Phimai,30,_. __________,Nakhon Ratchasima,15.338,102.591
4,520503,_. ________,Ban Pong,5205,_. ___,Ngao,52,_. _____,Lampang,18.726,99.886
4,550103,_. _______,Pha Sing,5501,_. _________,Mueang Nan,55,_. ____,Nan,18.850,100.749
4,910501,_. _____,Kamphaeng,9105,_. ____,La-ngu,91,_. ____,Satun,6.933,99.777
4,720910,_. ________,Ban Khong,7209,_. ______,U Thong,72,_. __________,Suphan Buri,14.578,99.864
4,900507,_. _____,Sa Kom,9005,_. ____,Thepha,90,_. _____,Songkhla,6.880,100.818
4,620111,_. ____,Kon Ti,6201,_. ______________,Mueang Kamphaeng Phet,62,_. _________,Kamphaeng Phet,16.367,99.695
4,610407,_. ______,Thung Pho,6104,_. _______,Nong Chang,61,_. _________,Uthai Thani,15.344,99.712
4,470201,_. _________,Kusuman,4702,_. _________,Kusuman,47,_. ______,Sakon Nakhon,17.302,104.386
4,450201,_. __________,Kaset Wisai,4502,_. __________,Kaset Wisai,45,_. ________,Roi Et,15.662,103.609
4,490105,_. _______,Phon Sai,4901,_. _____________,Mueang Mukdahan,49,_. ________,Mukdahan,16.541,104.584
4,901304,_. _________,Bang Riang,9013,_. ________,Khuan Niang,90,_. _____,Songkhla,7.112,100.364
4,400108,_. ______,Sawathi,4001,_. ____________,Mueang Khon Kaen,40,_. _______,Khon Kaen,16.538,102.684
4,800504,_. _______,Yang Khom,8005,_. _____,Phipun,80,_. _____________,Nakhon Si Thammarat,8.520,99.701
4,630202,_. ______,Samo Khon,6302,_. _______,Ban Tak,63,_. ___,Tak,17.046,99.183
4,411901,_. ____,Phen,4119,_. ____,Phen,41,_. ________,Udon Thani,17.673,102.936
4,361008,_. _______,Nong Tum,3610,_. _______,Phu Khiao,36,_. _______,Chaiyaphum,16.325,102.092
4,411102,_. _______,Ban Dung,4111,_. _______,Ban Dung,41,_. ________,Udon Thani,17.741,103.250
4,620601,_. ___________,Phran Kratai,6206,_. ___________,Phran Kratai,62,_. _________,Kamphaeng Phet,16.657,99.538
4,700718,_. _________,Khao Cha-Ngum,7007,_. _______,Photharam,70,_. _______,Ratchaburi,13.726,99.700
4,310807,_. ________,Bueng Charoen,3108,_. ________,Ban Kruat,31,_. _________,Buri Ram,14.337,103.037
4,660706,_. ______,Noen Po,6607,_. _______,Sam Ngam,66,_. ______,Phichit,16.408,100.136
4,342106,_. ________,Lao Ngam,3421,_. ________,Pho Sai,34,_. ___________,Ubon Ratchathani,15.760,105.374
4,380801,_. ________,,3808,_. ________,Bung Khla,38,_. ______,Bueng Kan,18.252,103.962
4,670705,_. ________,Phet Lakhon,6707,_. _______,Nong Phai,67,_. _________,Phetchabun,15.897,101.154
4,341911,_. ____,Rawe,3419,_. _____________,Phibun Mangsahan,34,_. ___________,Ubon Ratchathani,15.340,105.297
4,910403,_. ____,Sakhon,9104,_. _____,Tha Phae,91,_. ____,Satun,6.787,99.865
4,380407,_. ________,,3804,_. ____,Seka,38,_. ______,Bueng Kan,17.975,103.744
4,600603,_. ________,Nong Tao,6006,_. __________,Kao Liao,60,_. _________,Nakhon Sawan,15.884,100.146
4,490401,_. ______,Dong Luang,4904,_. ______,Don Tan,49,_. ________,Mukdahan,16.818,104.523
4,270511,_. _______,Huai Chot,2705,_. ________,Watthana Nakhon,27,_. _______,Sa kaeo,13.771,102.281
4,540703,_. _______,Mae Pak,5407,_. _______,Wang Chin,54,_. ____,Phrae,18.005,99.638
4,620110,_. ________,Nong Pling,6201,_. ______________,Mueang Kamphaeng Phet,62,_. _________,Kamphaeng Phet,16.566,99.521
4,930804,_. ________,Thung Nari,9308,_. ______,Pa Bon,93,_. ______,Phatthalung,7.191,100.130
4,471005,_. ____________,Dong Mo Thong Tai,4710,_. ________,Ban Muang,47,_. ______,Sakon Nakhon,17.932,103.441
4,660304,_. ______,Phai Rop,6603,_. _______________,Pho Prathap Chang,66,_. ______,Phichit,16.354,100.152
4,470205,_. _______,Um Chan,4702,_. _________,Kusuman,47,_. ______,Sakon Nakhon,17.350,104.137
4,230305,_. ____,Sato,2303,_. _______,Khao Saming,23,_. ____,Trat,12.553,102.434
4,470801,_. _________,Wanon Niwat,4708,_. _________,Wanon Niwat,47,_. ______,Sakon Nakhon,17.645,103.752
4,841105,_. ______,Sawiat,8411,_. ______,Tha Chang,84,_. ____________,Surat Thani,9.311,99.101
4,650702,_. ______,Tha Ngam,6507,_. ________,Wat Bot,65,_. ________,Phitsanulok,16.970,100.377
4,521001,_. _____,Mae Tha,5210,_. _____,Mae Tha,52,_. _____,Lampang,18.162,99.563
4,301506,_. _________,Rang Ka Yai,3015,_. _____,Phimai,30,_. __________,Nakhon Ratchasima,15.190,102.555
4,600709,_. ________,Lat Thippharot,6007,_. _____,Takhli,60,_. _________,Nakhon Sawan,15.235,100.549
4,390107,_. _________,Na Mafueang,3901,_. ________________,Mueang Nong Bua Lam Phu,39,_. ___________,Nong Bua Lam Phu,17.046,102.506
4,300806,_. ________,Ban Kao,3008,_. _________,Dan Khun Thot,30,_. __________,Nakhon Ratchasima,15.211,101.673
4,601305,_. ________,Khao Chon Kan,6013,_. _______,Mae Wong,60,_. _________,Nakhon Sawan,15.883,99.516
4,410804,_. ______,Phon Sung,4108,_. ______,Chai Wan,41,_. ________,Udon Thani,17.173,103.240
4,471003,_. _________,Dong Mo Thong,4710,_. ________,Ban Muang,47,_. ______,Sakon Nakhon,17.995,103.528
4,320302,_. _____,Krapho,3203,_. ______,Tha Tum,32,_. ________,Surin,15.245,103.492
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.910,99.463
4,550717,_. __________,Thung Si Thong,5507,_. _______,Wiang Sa,55,_. ____,Nan,18.661,100.694
4,160204,_. _____,Di Lang,1602,_. _________,Phatthana Nikhom,16,_. ______,Lop Buri,14.940,100.852
4,421201,_. _____,Pha Khao,4212,_. _____,Pha  Khao,42,_. ___,Loei,17.019,101.960
4,600907,_. _____,Na Khom,6009,_. ______,Phaisali,60,_. _________,Nakhon Sawan,15.721,100.784
4,900503,_. _________,Ko Saba,9005,_. ____,Thepha,90,_. _____,Songkhla,6.863,100.891
4,810401,_. ___________,Khlong Thom Tai,8104,_. ________,Khlong Thom,81,_. ______,Krabi,7.933,99.172
4,571703,_. ______,Pa Sang,5717,_. ______________,Wiang Chiang Rung,57,_. ________,Chiang Rai,20.048,100.120
4,370606,_. ____________,Sang Tho Noi,3706,_. ________,Hua Taphan,37,_. __________,Amnat Charoen,15.641,104.490
4,570502,_. ______,Mae O,5705,_. ___,Phan,57,_. ________,Chiang Rai,19.672,99.821
4,370302,_. _____,Kham Phon,3703,_. ___________,Pathum Ratchawongsa,37,_. __________,Amnat Charoen,15.968,104.967
4,470409,_. ____,Bahi,4704,_. _________,Phanna Nikhom,47,_. ______,Sakon Nakhon,17.426,103.901
4,301805,_. ______,Non Kha,3018,_. _______,Sung Noen,30,_. __________,Nakhon Ratchasima,15.034,101.840
4,760408,_. ________,Sam Phraya,7604,_. ____,Cha-am,76,_. ________,Phetchaburi,12.684,99.882
4,400301,_. ______,Phra Yuen,4003,_. ______,Phra Yuen,40,_. _______,Khon Kaen,16.323,102.612
4,560606,_. ______,Na Prang,5606,_. __,Mueang Phayao,56,_. _____,Phayao,19.219,100.242
4,400506,_. _______,Nong Phai,4005,_. _____,Chum Phae,40,_. _______,Khon Kaen,16.565,102.147
4,360605,_. ________,Kut Nam Sai,3606,_. _______,Chatturat,36,_. _______,Chaiyaphum,15.596,101.794
4,670805,_. ________,Wang Phikun,6708,_. _________,Bueng Sam Phan,67,_. _________,Phetchabun,15.747,100.861
4,340507,_. _______,Nong Phue,3405,_. ______,Khemarat,34,_. ___________,Ubon Ratchathani,15.950,105.058
4,470602,_. ______,Pla Lo,4706,_. _________,Waritchaphum,47,_. ______,Sakon Nakhon,17.327,103.671
4,670503,_. ______,Sam Yaek,6705,_. ___________,Wichian Buri,67,_. _________,Phetchabun,15.709,101.029
4,230702,_. ___________,Ko Chang Tai,2307,_. ________,Ko Chang,23,_. ____,Trat,11.996,102.331
4,320301,_. ______,Tha Tum,3203,_. ______,Tha Tum,32,_. ________,Surin,15.295,103.639
4,560106,_. _______,Ban Tam,5601,_. __________,Mueang Phayao,56,_. _____,Phayao,19.216,99.756
4,600706,_. ______,Nong Pho,6007,_. _____,Takhli,60,_. _________,Nakhon Sawan,15.403,100.278
4,630610,_. ____________,Phrathat Pha Daeng,6306,_. ______,Mae Sot,63,_. ___,Tak,16.692,98.639
4,610606,_. ___________,Mueang Karung,6106,_. _______,Ban Rai,61,_. _________,Uthai Thani,15.177,99.724
4,640207,_. ______,Wang Luek,6402,_. ______________,Ban Dan Lan Hoi,64,_. _______,Sukhothai,17.040,99.461
4,450212,_. _______,Thung Thong,4502,_. __________,Kaset Wisai,45,_. ________,Roi Et,15.487,103.451
4,900409,_. ______,Prakop,9004,_. _____,Na Thawi,90,_. _____,Songkhla,6.483,100.643
4,570402,_. ____,Ngio,5704,_. ____,Thoeng,57,_. ________,Chiang Rai,19.697,100.096
4,360305,_. _______,Huai Rai,3603,_. _________,Khon Sawan,36,_. _______,Chaiyaphum,16.021,102.247
4,620703,_. ________,Nong Luang,6207,_. _________,Lan Krabue,62,_. _________,Kamphaeng Phet,16.640,99.780
4,930802,_. _______,Khok Sai,9308,_. ______,Pa Bon,93,_. ______,Phatthalung,7.229,100.229
4,300809,_. ________,Sa Chorakhe,3008,_. _________,Dan Khun Thot,30,_. __________,Nakhon Ratchasima,15.147,101.808
4,521102,_. ____,Samai,5211,_. ______,Sop Prap,52,_. _____,Lampang,17.900,99.421
4,670806,_. ______,Phaya Wang,6708,_. _________,Bueng Sam Phan,67,_. _________,Phetchabun,15.880,100.847
4,800120,_. ______,Pak Phun,8001,_. __________________,Mueang Nakhon Si Thammarat,80,_. _____________,Nakhon Si Thammarat,8.529,99.997
4,630113,_. __________,Nong Bua Tai,6301,_. ________,Mueang Tak,63,_. ___,Tak,16.795,99.103
4,270302,_. ________,Thap Sadet,2703,_. _______,Ta Phraya,27,_. _______,Sa kaeo,14.047,102.813
4,650606,_. _________,Si Phirom,6506,_. _________,Phrom Phiram,65,_. ________,Phitsanulok,17.094,100.029
4,350307,_. ______,Phon Ngam,3503,_. ______,Kut Chum,35,_. _____,Yasothon,16.045,104.166
4,461306,_. ______,Pha Sawoei,4613,_. ______,Somdet,46,_. _________,Kalasin,16.797,103.863
4,350803,_. ____,Sawat,3508,_. ________,Loeng Nok Tha,35,_. _____,Yasothon,16.153,104.538
4,191109,_. ________,Sap Sanun,1911,_. ________,Muak Lek,19,_. _______,Saraburi,14.932,101.309
4,470904,_. ___,Phaet,4709,_. ________,Kham Ta Kla,47,_. ______,Sakon Nakhon,17.775,103.842
4,502401,_. _______,Doi Lo,5024,_. _______,Doi Lo,50,_. _________,Chiang Mai,18.488,98.798
4,470903,_. _____,Na Tae,4709,_. ________,Kham Ta Kla,47,_. ______,Sakon Nakhon,17.866,103.699
4,340907,_. _________,Si Wichian,3409,_. ______,Nam Yuen,34,_. ___________,Ubon Ratchathani,14.483,105.040
4,420305,_. _____,Pak Tom,4203,_. ________,Chiang Khan,42,_. ___,Loei,17.768,101.554
4,530503,_. __________,Ban Siao,5305,_. ______,Fak Tha,53,_. _________,Uttaradit,17.914,100.848
4,840702,_. ______,Samo Thong,8407,_. ______,Tha Chana,84,_. ____________,Surat Thani,9.581,99.053
4,270205,_. _____________,Khlong Kai Thuean,2702,_. _______,Khlong Hat,27,_. _______,Sa kaeo,13.346,102.301
4,190213,_. ________,Cham Phak Phaeo,1902,_. _______,Kaeng Khoi,19,_. _______,Saraburi,14.529,101.090
4,420705,_. _______,Lat Khang,4207,_. ______,Phu Ruea,42,_. ___,Loei,17.497,101.285
4,700201,_. ______,Chom Bueng,7002,_. ______,Chom Bueng,70,_. _______,Ratchaburi,13.622,99.606
4,841404,_. ___________,Aran Kham Wari,8414,_. _______,Khian Sa,84,_. ____________,Surat Thani,8.745,99.190
4,160701,_. _______,Tha Luang,1607,_. _______,Tha Luang,16,_. ______,Lop Buri,15.071,101.117
