AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.546,99.706
4,210114,_. ________,Maptaphut,2101,_. __________,Mueang Rayong,21,_. _____,Rayong,12.646,101.171
4,210114,_. ________,Maptaphut,2101,_. __________,Mueang Rayong,21,_. _____,Rayong,12.645,101.170
4,210114,_. ________,Maptaphut,2101,_. __________,Mueang Rayong,21,_. _____,Rayong,12.649,101.174
4,210114,_. ________,Maptaphut,2101,_. __________,Mueang Rayong,21,_. _____,Rayong,12.644,101.169
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.459,99.403
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.291,99.241
4,440103,_. ______,Tha Tum,4401,_. ______________,Mueang Maha Sarakham,44,_. _________,Maha Sarakham,16.162,103.484
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.708,99.675
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.796,99.713
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.677,99.659
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.611,100.889
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.033,99.449
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.477,99.369
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.862,99.486
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.165,99.176
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.800,99.538
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.672,99.844
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.767,99.668
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.466,99.359
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.131,99.165
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.705,99.799
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,6.984,99.473
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.197,99.221
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.118,99.216
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.067,99.398
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.782,99.530
4,220607,_. ________,Bang Kachai,2206,_. _________,Laem Sing,22,_. ________,Chanthaburi,12.465,102.066
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.016,99.445
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.840,99.497
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.710,99.794
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.707,99.676
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,9.406,97.901
4,200905,_. ______,Samae San,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.616,100.918
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.075,99.451
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.817,102.397
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.551,99.694
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.582,99.719
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,9.495,97.874
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.551,99.350
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.805,102.376
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.857,102.525
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.681,99.677
4,850502,_. _____,Kamphuan,8505,_. ________,Suk Samran,85,_. _____,Ranong,9.401,98.392
4,920222,_. ______,,9202,_. ______,Kantang,92,_. ____,Trang,7.272,99.475
4,840301,_. ______,Don Sak,8403,_. ______,Don Sak,84,_. ____________,Surat Thani,9.310,99.660
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.247,99.249
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.699,99.680
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.675,99.833
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.709,99.676
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.815,102.398
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.819,102.402
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.696,99.662
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.542,99.164
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.858,102.523
4,920213,_. ________,Ko Libong,9202,_. ______,Kantang,92,_. ____,Trang,7.303,99.394
4,830103,_. ________,Ko Kaeo,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.924,98.455
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.222,99.243
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.524,99.269
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.706,99.675
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.661,99.659
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,9.472,97.876
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.486,99.418
4,850502,_. _____,Kamphuan,8505,_. ________,Suk Samran,85,_. _____,Ranong,9.500,98.374
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.808,102.378
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.515,99.174
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.506,99.425
4,920504,_. ______,Mai Fat,9205,_. _____,Sikao,92,_. ____,Trang,7.470,99.320
4,200701,_. _______,Si Racha,2007,_. _______,Si Racha,20,_. ______,Chon Buri,13.174,100.920
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.681,99.667
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.349,99.295
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.049,98.676
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.485,99.366
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.655,99.876
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.676,99.664
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.208,99.249
4,840301,_. ______,Don Sak,8403,_. ______,Don Sak,84,_. ____________,Surat Thani,9.351,99.720
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.704,99.871
4,860102,_. ______,Pak Nam,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.448,99.253
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.144,99.639
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.810,102.376
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.132,99.163
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.702,99.664
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.296,99.247
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.514,99.173
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.504,99.182
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.664,99.677
4,830108,_. ____,Karon,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.821,98.285
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.687,99.675
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.144,99.631
4,210114,_. ________,Maptaphut,2101,_. __________,Mueang Rayong,21,_. _____,Rayong,12.648,101.170
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.865,99.489
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.508,99.173
4,920221,_. __________,,9202,_. ______,Kantang,92,_. ____,Trang,7.291,99.450
4,920501,_. ______,Bo Hin,9205,_. _____,Sikao,92,_. ____,Trang,7.549,99.283
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.770,99.668
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.521,99.711
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.800,99.713
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.426,99.316
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.603,99.715
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.499,99.318
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.652,99.692
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.646,100.897
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.211,98.687
4,850502,_. _____,Kamphuan,8505,_. ________,Suk Samran,85,_. _____,Ranong,9.500,98.368
4,840301,_. ______,Don Sak,8403,_. ______,Don Sak,84,_. ____________,Surat Thani,9.315,99.660
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.257,99.227
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.672,99.681
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.514,99.262
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.200,99.249
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.542,99.673
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.208,98.691
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.151,99.204
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.302,98.698
4,850109,_. ________,Ko Phayam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.877,98.442
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.204,98.690
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.671,99.678
4,850105,_. ______,Pak Nam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.914,98.526
4,830301,_. ___________,Thep Krasattri,8303,_. ____,Thalang,83,_. ______,Phuket,8.116,98.425
4,850109,_. ________,Ko Phayam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.779,98.477
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.771,99.671
4,850105,_. ______,Pak Nam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.926,98.514
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.144,98.717
4,200905,_. ______,Samae San,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.549,100.971
4,810502,_. _______,Laem Sak,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.292,98.616
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.673,99.669
4,810105,_. _______,Khao Khram,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.210,98.729
4,830103,_. ________,Ko Kaeo,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.965,98.451
4,220602,_. _________,Ko Proet,2206,_. _________,Laem Sing,22,_. ________,Chanthaburi,12.424,102.109
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.548,99.705
4,860306,_. _______,Pak Khlong,8603,_. _____,Pathio,86,_. _____,Chumphon,10.823,99.492
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.155,99.218
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.488,99.334
4,200408,_. _______,Na Kluea,2004,_. ________,Bang Lamung,20,_. ______,Chon Buri,12.928,100.805
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.823,102.385
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.482,99.696
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.676,99.677
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.776,99.672
4,210305,_. ____,Kram,2103,_. ____,Klaeng,21,_. _____,Rayong,12.584,101.510
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.272,99.233
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.556,99.685
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.238,98.708
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.176,98.735
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.075,99.394
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.643,99.694
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.104,98.682
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.071,99.185
4,850305,_. ______,Bang Hin,8503,_. _______,Papoe,85,_. _____,Ranong,9.595,98.469
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.653,99.833
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.319,99.300
4,200905,_. ______,Samae San,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.603,100.917
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.363,99.310
4,860706,_. _______,Dan Sawi,8607,_. ___,Sawi,86,_. _____,Chumphon,10.249,99.224
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.611,99.700
4,830107,_. ______,Rawai,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.767,98.300
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.510,99.705
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.686,99.905
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.505,99.177
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.129,98.685
4,210305,_. ____,Kram,2103,_. ____,Klaeng,21,_. _____,Rayong,12.557,101.569
4,830107,_. ______,Rawai,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.736,98.296
4,810302,_. _____________,Ko Lanta Noi,8103,_. _________,Ko Lanta,81,_. ______,Krabi,7.576,99.142
4,840301,_. ______,Don Sak,8403,_. ______,Don Sak,84,_. ____________,Surat Thani,9.331,99.703
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.727,100.798
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.246,98.704
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.594,99.721
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,9.396,97.895
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.390,99.293
4,850502,_. _____,Kamphuan,8505,_. ________,Suk Samran,85,_. _____,Ranong,9.457,98.328
4,200408,_. _______,Na Kluea,2004,_. ________,Bang Lamung,20,_. ______,Chon Buri,12.942,100.793
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.612,100.876
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.624,100.901
4,810116,_. _______,Ao Nang,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,7.616,98.863
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.641,99.675
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.133,99.583
4,840501,_. _________,Ko Pha-Ngan,8405,_. _________,Ko Pha-ngan,84,_. ____________,Surat Thani,9.802,99.979
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.835,102.460
4,220205,_. ______,Bang Chan,2202,_. ____,Khlung,22,_. ________,Chanthaburi,12.288,102.251
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.113,98.707
4,920213,_. ________,Ko Libong,9202,_. ______,Kantang,92,_. ____,Trang,7.314,99.408
4,860106,_. _______,Na Cha-Ang,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.557,99.379
4,810302,_. _____________,Ko Lanta Noi,8103,_. _________,Ko Lanta,81,_. ______,Krabi,7.561,99.144
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.709,99.671
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.619,99.689
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.124,98.669
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.107,98.688
4,220602,_. _________,Ko Proet,2206,_. _________,Laem Sing,22,_. ________,Chanthaburi,12.396,102.133
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.665,99.691
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,6.975,99.475
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.496,99.421
4,850105,_. ______,Pak Nam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.920,98.535
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.729,99.660
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.808,102.455
4,840301,_. ______,Don Sak,8403,_. ______,Don Sak,84,_. ____________,Surat Thani,9.352,99.683
4,830105,_. _____,,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.834,98.423
4,210305,_. ____,Kram,2103,_. ____,Klaeng,21,_. _____,Rayong,12.599,101.691
4,920501,_. ______,Bo Hin,9205,_. _____,Sikao,92,_. ____,Trang,7.559,99.288
4,920213,_. ________,Ko Libong,9202,_. ______,Kantang,92,_. ____,Trang,7.380,99.248
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.732,99.706
4,100106,____ _________,Sao Chingcha,1001,___ ______,Phra Nakhon,10,_____________,Bangkok,13.753,100.500
4,830107,_. ______,Rawai,8301,_. ___________,Mueang Phuket,83,_. ______,Phuket,7.747,98.301
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,8.519,97.647
4,100105,____ ______________,San Chaopho Suea,1001,___ ______,Phra Nakhon,10,_____________,Bangkok,13.754,100.497
4,220607,_. ________,Bang Kachai,2206,_. _________,Laem Sing,22,_. ________,Chanthaburi,12.463,102.023
4,200905,_. ______,Samae San,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.572,100.932
4,230601,_. ________,Ko Mak,2306,_. _______,Ko Kut,23,_. ____,Trat,11.799,102.451
4,810105,_. _______,Khao Khram,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.217,98.725
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.617,100.881
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.376,99.322
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,8.569,97.636
4,920501,_. ______,Bo Hin,9205,_. _____,Sikao,92,_. ____,Trang,7.547,99.279
4,850109,_. ________,Ko Phayam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.717,98.423
4,840501,_. _________,Ko Pha-Ngan,8405,_. _________,Ko Pha-ngan,84,_. ____________,Surat Thani,9.709,99.973
4,820203,_. _____,Phru Nai,8202,_. _______,Ko Yao,82,_. _____,Phang-nga,7.892,98.581
4,100108,____ _______,Talat Yot,1001,___ ______,Phra Nakhon,10,_____________,Bangkok,13.760,100.498
4,210305,_. ____,Kram,2103,_. ____,Klaeng,21,_. _____,Rayong,12.569,101.700
4,920414,_. ___________,,9204,_. ________,Palian,92,_. ____,Trang,7.152,99.651
4,860116,_. _________,Hat Sai Ri,8601,_. __________,Mueang Chumphon,86,_. _____,Chumphon,10.323,99.280
4,810116,_. _______,Ao Nang,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,7.821,98.774
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,9.477,97.904
4,810802,_. ___________,Ko Si Boya,8108,_. _________,Nuea Khlong,81,_. ______,Krabi,7.801,98.995
4,220314,_. _______,Khlong Khut,2203,_. _______,Tha Mai,22,_. ________,Chanthaburi,12.512,101.950
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.118,99.426
4,860304,_. _____,Chum Kho,8603,_. _____,Pathio,86,_. _____,Chumphon,10.701,99.410
4,100103,____ __________,Wat Ratchabophit,1001,___ ______,Phra Nakhon,10,_____________,Bangkok,13.750,100.499
4,200901,_. ______,Sattahip,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.676,100.823
4,830301,_. ___________,Thep Krasattri,8303,_. ____,Thalang,83,_. ______,Phuket,8.108,98.405
4,810802,_. ___________,Ko Si Boya,8108,_. _________,Nuea Khlong,81,_. ______,Krabi,7.869,99.044
4,860801,_. _______,Pak Tako,8608,_. ________,Thung Tako,86,_. _____,Chumphon,10.145,99.178
4,810802,_. ___________,Ko Si Boya,8108,_. _________,Nuea Khlong,81,_. ______,Krabi,7.808,98.991
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.106,98.707
4,810116,_. _______,Ao Nang,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,7.817,98.795
4,810802,_. ___________,Ko Si Boya,8108,_. _________,Nuea Khlong,81,_. ______,Krabi,7.879,99.046
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.446,99.652
4,830304,_. _______,Pa Khlok,8303,_. ____,Thalang,83,_. ______,Phuket,8.028,98.461
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.120,98.678
4,810505,_. ___________,Ao Luek Noi,8105,_. _______,Ao Luek,81,_. ______,Krabi,8.297,98.694
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.783,99.673
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.694,99.858
4,920401,_. _______,Tha Kham,9204,_. ________,Palian,92,_. ____,Trang,7.127,99.699
4,840501,_. _________,Ko Pha-Ngan,8405,_. _________,Ko Pha-ngan,84,_. ____________,Surat Thani,9.706,99.948
4,810303,_. ________,Ko Klang,8103,_. _________,Ko Lanta,81,_. ______,Krabi,7.746,99.126
4,810802,_. ___________,Ko Si Boya,8108,_. _________,Nuea Khlong,81,_. ______,Krabi,7.847,98.983
4,100104,____ ___________,Samran Rat,1001,___ ______,Phra Nakhon,10,_____________,Bangkok,13.751,100.503
4,840406,_. ______,Bo Phut,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.539,100.081
4,820603,_. __________,Ko Phra Thong,8206,_. ________,Khura Buri,82,_. _____,Phang-nga,8.828,97.802
4,810304,_. _______,Khlong Yang,8103,_. _________,Ko Lanta,81,_. ______,Krabi,7.855,99.053
4,810301,_. _____________,Ko Lanta Yai,8103,_. _________,Ko Lanta,81,_. ______,Krabi,7.496,99.120
4,921003,_. _____,Tase,9210,_. ________,Hat Samran,92,_. ____,Trang,7.108,99.428
4,810105,_. _______,Khao Khram,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.217,98.730
4,230701,_. ________,Ko Chang,2307,_. ________,Ko Chang,23,_. ____,Trat,12.161,102.247
4,200904,_. _______,Bang Sare,2009,_. ______,Sattahip,20,_. ______,Chon Buri,12.761,100.844
4,850109,_. ________,Ko Phayam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.782,98.447
4,220602,_. _________,Ko Proet,2206,_. _________,Laem Sing,22,_. ________,Chanthaburi,12.409,102.122
4,910106,_. ___________,Ko Sarai,9101,_. _________,Mueang Satun,91,_. ____,Satun,6.543,99.261
4,850109,_. ________,Ko Phayam,8501,_. __________,Mueang Ranong,85,_. _____,Ranong,9.736,98.486
4,840401,_. _______,Ang Thong,8404,_. ________,Ko Samui,84,_. ____________,Surat Thani,9.667,99.666
4,810106,_. ______,Khao Thong,8101,_. ___________,Mueang Krabi,81,_. ______,Krabi,8.101,98.690
